CÓDIGO DE GRUPO,NOMBRE DEL GRUPO,LÍDER DEL GRUPO,INSTITUCIONES QUE LO AVALAN,GRUPO RECONOCIDO,GRUPO INSCRITO PARA MEDICIÓN,CLASIFICACIÓN DEL GRUPO
COL0001057,BIOQUÍMICA PATOLÓGICA - GRUBIOPAT,JOSE LUIS VILLA- RREAL CAMACHO,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,B
COL0041061,"TENDENCIAS CONTABLES, ECONOMICAS Y ADMINIS-
TRATIVAS",LILIA MERCEDES MENDOZA VEGA,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,B
COL0051863,GESTIÓN ECOLÓGICA Y AGROINDUSTRIAL GEA,ILBA INES BUR- BANO CAICEDO,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,B
COL0063882,GRUPO DE INVESTIGACIÓN EN MEDICINA Y CIRUGÍA,JESÚS ENRIQUE IGLESIAS ACOSTA,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,B
COL0068305,"IMB - GRUPO DE INVESTI- GACIÒN EN MEDICINA Y
BIOTECNOLOGÍA",ARACELY DEL CAR- MEN GARCÍA CUAN,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,B
COL0100977,"GRUPO DE INVESTIGACIÓN SALUD PÚBLICA UNILIBRE
(GISPUL)",YEIS MIGUEL BO- RRÉ ORTIZ,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,B
COL0009279,"GRUPO DE INVESTIGACIÓN DE BIOMEMBRANAS (GI-
BIOM)","RUBÉN DARÍO JA- RAMILLO LAN-
CHERO",UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,C
COL0029109,PEDAGOGIA Y SALUD,JORGE LUIS BILBAO RAMIREZ,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,C
COL0058695,PODER PÚBLICO Y CIUDA- DANÍA,RACHID FARID NA- DER ORFALE,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,C
COL0060969,POSTURA Y MOVIMIENTO CORPORAL (POYMOCOR),EULALIA MARIA AMADOR RODERO,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,C
COL0064825,"GRUPO DE INVESTIGACIÓN DE DESARROLLO EMPRE-
SARIAL. GIDE",RICARDO ANTONIO DE LA HOZ LARA,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,C
COL0026593,KIBERNETICS,PATTY PEDROZA BARRIOS,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA,,Sí,Reconocido
COL0048115,CALIDAD Y PRODUCTIVI- DAD ORGANIZACIONAL IN- TEGRAL,TOMÁS JOSÉ FON- TALVO HERRERA,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA; UNIVERSIDAD DE CARTAGENA - UNI- CARTAGENA,,Sí,B
COL0017905,INVIUS,JAIRO ANTONIO CONTRERAS CAPE- LLA,UNIVERSIDAD LIBRE DE COLOMBIA - BARRANQUILLA; UNIVERSIDAD DEL ATLÁNTICO; UNIVERSIDAD AUTÓ- NOMA DEL CA- RIBE; UNIVERSI- DAD DR. RAFAEL BELLOSO CHACÍN,,Sí,A
COL0070214,"DERECHO CONSTITUCIO- NAL, ADMINISTRATIVO Y DERECHO INTERNACIONAL
PÚBLICO",JAIRO VLADIMIR LLANO FRANCO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,A1
COL0040091,CRIMINALISTICA Y CIEN- CIAS FORENSES,HERNANDO ORDO- ÑEZ RAMIREZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,A
COL0043235,DERECHO PROCESAL,HERMÁN ROBERTO GÓMEZ GUTIERREZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,A
COL0082529,INSTITUTO DE INVESTIGACIONES BIOMÉDICAS,"AUGUSTO ELÍAS VALDERRAMA AGUI-
RRE",UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,A
COL0111498,"GRIEPIS: GRUPO DE IN- VESTIGACIÓN EN EPIDE-
MIOLOGÍA Y SERVICIOS",LUIS FERNANDO CRUZ GÓMEZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,A
COL0027572,GESTION ORGANIZACIO- NAL,LUIS FERNANDO PARRA VILLANUEVA,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,B
COL0027769,ARMONIZACIÓN Y VALUA- CIÓN CONTABLE,MARIAFANNY CAS- TRO ARBELAEZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,B
COL0040073,MERCADEO E INICIATIVA EMPRESARIAL,OSCAR HENAO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,B
COL0101965,EPICRITICA,RODOLFO HE- RRERA MEDINA,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,B
COL0028909,ECONOMIA APLICADA,HÉCTOR DARÍO ZA- PATA GONZÁLEZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0030774,PHYLOJURIS FILOSOFIA Y DERECHO,HOLBEIN GIRALDO PAREDES,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0030907,CUIDADO EN SALUD,MARIA OLIVA SAN- CHEZ ORTIZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0040144,ALTERNATIVAS CONTA- BLES,"JORGE ALEXANDER RODRÍGUEZ OTÁ-
LORA",UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0042908,GESTIÓN Y PRODUCTIVI- DAD CONTABLE,XIMENA SANCHEZ MAYORGA,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0043306,DERECHO PENAL,ADOLFO MURILLO GRANADOS,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0045819,GESTIÓN EN SALUD,ELBAR LOZANO RE- YES,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0073019,"GRUPO DE INVESTIGACIÓN EN MICROBIOLOGÍA MOLE- CULAR Y ENFERMEDADES INFECCIOSAS UNIVERSI-
DAD LIBRE CALI",ROMEL FABIAN GO- MEZ NARANJO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0083553,MARIA CANO - GILMAC-,GUSTAVO DELA CRUZ GIRALDO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0116707,"GRUPO DE INVESTIGACIÓN EN MEDICINA CRÍTICA Y TRANSTORNOS METABÓLI-
COS",OSCAR MANUEL PI- NILLOS SENIOR,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0136853,MICROAMBIENTE LIBRE,PAOLA ANDREA CARO HERNÁNDEZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0186247,"GRUPO DE INVESTIGACIÓN Y ACCIÓN PSICOSOCIAL  EN VIOLENCIAS, DESAS- TRES Y CONSTRUCCIÓN
DE PAZ",MAURICIO HERNÁN JIMÉNEZ FLÓREZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,C
COL0038932,"GIEV - GRUPO INTERDISCI-
PLINARIO EN ESCENARIOS VIRTUALES",JAVIER SALVADOR ROJAS MONTES,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,Reconocido
COL0125359,EDUCACIÓN Y TIC,ORFA GIRALDO AL- ZATE,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,No,Reconocido
COL0142019,GRINPED,JOSÉ FERNANDO GÓMEZ URREGO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI,,Sí,Reconocido
COL0048759,"GRUPO INTERINSTITUCIO- NAL DE MEDICINA INTERNA
-GIMI1-",MARÍA EUGENIA CA- SANOVA VALDE- RRAMA,UNIVERSIDAD LIBRE DE COLOMBIA - CALI; CENTRO MEDICO IMBA- NACO DE CALI S.A.; CORPORA- CION COMFE- NALCO VALLE UNI- VERSIDAD LIBRE,,Sí,B
COL0047628,GRUPO INTERINSTITUCIO- NAL DE GINECOLOGÍA Y OBSTETRICIA -GIGYO-,RODRIGO CIFUEN- TES BORRERO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI; CORPORA- CION COMFE- NALCO VALLE UNI- VERSIDAD LIBRE,,Sí,C
COL0058559,ATENCIÓN PRIMARIA Y PO- LITICAS PUBLICAS,OLGA OSORIO MU- RILLO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI; FUNDA- CION SOCIAL SA- LUD HOLISTICA,,Sí,C
COL0018199,PEDAGOGIA NOMADA,ARNALDO RIOS AL- VARADO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI; FUNDA- CION SOCIAL SA- LUD HOLISTICA,,Sí,Reconocido
COL0029693,ESCULAPIO,LILIANA PARRA OSORIO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI; UNIVERSI- DAD LIBRE DE COLOMBIA - BARRAN- QUILLA; UNIVERSI- DAD LIBRE - BO- GOTÁ,,Sí,A
COL0043459,SISTEMAS PENITENCIA- RIOS Y CARCELARIOS,REINALDO GIRALDO DÍAZ,UNIVERSIDAD LIBRE DE COLOMBIA - CALI; UNIVERSI- DAD NACIONAL ABIERTA Y A DIS- TANCIA,,Sí,A
COL0017585,COLECTIVO GENESIS G.I.T,VIVIANA BANGUERO CAMACHO,UNIVERSIDAD LIBRE DE COLOMBIA - CALI; UNIVERSI- DAD NACIONAL ABIERTA Y A DIS- TANCIA; ESCUELA MILITAR DE AVIA- CION MARCO FI- DEL SUAREZ,,Sí,A
COL0041642,IGNACIO TORRES,ORFA GIRALDO AL- ZATE,UNIVERSIDAD LIBRE DE COLOMBIA - CALI; UNIVERSI- DAD NACIONAL ABIERTA Y A DIS- TANCIA; FUNDA- CIÓN CIUDAD DE CALI PARA LA EDUCACIÓN Y EL EMPRENDIMIENTO,,Sí,A
COL0077091,"GRUPO DE INVESTIGACION EN SOCIEDAD, EMPRESA Y MEDIO AMBIENTE (GI-
SEMA)",MARIA CRISTINA BUSTILLO CASTI- LLEJO,UNIVERSIDAD LIBRE DE COLOMBIA - CARTAGENA,,Sí,B
COL0005289,"SOCIOLOGÍA JURÍDICA E INSTITUCIONES POLÍTI-
CAS, SEMISOJU",ELIZABETH RAMÍ- REZ LLERENA,UNIVERSIDAD LIBRE DE COLOMBIA - CARTAGENA,,Sí,C
COL0096328,CIENCIA LIBRE,ZILATH ROMERO GONZALEZ,UNIVERSIDAD LIBRE DE COLOMBIA - CARTAGENA,,Sí,C
COL0079873,JUSTICIA Y DESARROLLO HUMANO,TATIANA CECILIA DÍAZ RICARDO,UNIVERSIDAD LIBRE DE COLOMBIA - CARTAGENA; UNIVERSIDAD DE CARTAGENA - UNI- CARTAGENA,,Sí,C
COL0054489,GRUPO DE INVESTIGACIÓN EN DERECHO PROCESAL,CARLOS COLMENA- RES URIBE,UNIVERSIDAD LIBRE DE COLOMBIA - CÚCUTA,,Sí,B
COL0039081,"GRUPO DE INVESTIGACIÓN PROSPECTIVA Y DESA-
RROLLO HUMANO",JOSÉ FABIO TO- RRES PARADA,UNIVERSIDAD LIBRE DE COLOMBIA - CÚCUTA,,Sí,C
COL0053723,GRUPO DE INVESTIGACIÓN DERECHO PÚBLICO,DIEGO ARMANDO YAÑEZ MEZA,UNIVERSIDAD LIBRE DE COLOMBIA - CÚCUTA,,Sí,C
COL0054687,"COMPETITIVIDAD Y SOSTE- NIBILIDAD PARA EL DESA-
RROLLO","MARIO DE JESUS ZAMBRANO MI-
RANDA",UNIVERSIDAD LIBRE DE COLOMBIA - CÚCUTA,,Sí,C
COL0033121,TENDENCIA ECONÓMICA MUNDIAL,JHONIER CARDONA SALAZAR,UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,B
COL0044107,"DERECHO, ESTADO Y SO- CIEDAD","LUISA FERNANDA
HURTADO CASTRI- LLON",UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,B
COL0044419,GERENCIA DEL CUIDADO,MERCY SOTO CHA- QUIR,UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,B
COL0066688,TRUEQUE,JESÚS DAVID VA- LENCIA SALAZAR,UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,B
COL0058686,"GRUPO DE INVESTIGACIÓN
DE INGENIERÍA CIVIL  GICI- VIL PEREIRA",GLORIA MILENA MOLINA VINASCO,UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,C
COL0070706,INGENIERIA APLICADA - INAP,JHON JAIRO SANTA CHAVEZ,UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,C
COL0088049,"GRUPO DE INVESTIGACIÓN EN MICROBIOLOGÍA Y BIO- TECNOLOGÍA (MICROBIO-
TEC)",ELIZABETH CAS- TAÑO MORENO,UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,C
COL0144238,"ADMINISTRACIÓN EN LAS INDUSTRIAS Y ORGANIZA-
CIONES",ANA MARÍA BA- RRERA RODRÍGUEZ,UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,C
COL0042139,"GRUPO DE INVESTIGACIÓN EN INGENIERÍA FINAN-
CIERA",JAIME ESPINOSA PEÑA,UNIVERSIDAD LIBRE DE COLOMBIA - PEREIRA,,Sí,Reconocido
COL0065269,"INVESTIGACION Y PRO-
DUCTIVIDAD EMPRESA- RIAL Y REGIONAL - IPER",WILMER SEPÚL- VEDA SEPÚLVEDA,UNIVERSIDAD LIBRE DE COLOMBIA - SOCORRO,,Sí,C
COL0065466,"INVESTIGACIONES JURÍDI- CAS Y SOCIO JURÍDICAS
IUS PRAXIS","CARLOS FER- NANDO MORANTES
FRANCO",UNIVERSIDAD LIBRE DE COLOMBIA - SOCORRO,,Sí,C
COL0067854,"GRUPO DE INVESTIGACIÓN EN INGENIERÍA AMBIENTAL
Y ZOOTECNIA GIAM-Z",HAIMAR ARIEL VEGA SERRANO,UNIVERSIDAD LIBRE DE COLOMBIA - SOCORRO,,Sí,C
COL0029521,"EJERCICIO FISICO Y DE-
PORTE","KATHERINE GONZA-
LEZ RUIZ",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A1
COL0026869,"DERECHO, JUSTICIA Y
DESARROLLO GLOBAL","LUIS EDUARDO SE-
RRANO RINCÓN",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0030308,"INGENIERÍA BIOMÉDICA -
GIIB_UMB","SARA MARGARITA
SEGURA DUEÑAS",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0082055,"CUIDADO INTEGRAL DE LA
SALUD HUMANA","LUZ EVELSY LA-
DINO GIL",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0000569,"APLICABILIDAD TECNOLÓ-
GICA","CARLOS ANDRES
CRIOLLO PAREDES",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,B
COL0032287,GESTIÓN GERENCIAL,"JESSICA ALEJAN-
DRA RUIZ RAMIREZ",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,B
COL0032859,OCUPACION HUMANA,"ANGELICA JHOAN
ALARCON GARCIA",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,B
COL0027419,TERAPIAS ALTERNATIVAS,"JUANITA IRINA SAN-
CHEZ ROMERO",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,C
COL0028776,NEUROREHABILITACION,"ANDREA VASQUEZ
MORALES",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,C
COL0173249,GICRIM UMB,"LUIS EDUARDO SE-
RRANO RINCÓN",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,Reconocido
COL0003991,"SISTEMAS Y RECURSOS AMBIENTALES SOSTENI-
BLES SYRAS",VIVIAN ANDREA BO- JACÁ BAUTISTA,UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0023751,CUIDADO CARDIORRESPI- RATORIO,"JORGE ENRIQUE
MORENO COLLA- ZOS",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0027142,"REC - REFLEXIONES EN
TORNO A LA PRODUCCIÓN CULTURAL",BIANCA LILIANA SUÁREZ PUERTA,UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0027554,INFORMÁTICA EDUCATIVA,"MAGLE VIRGINIA SANCHEZ CASTE-
LLANOS",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0028809,"GRUPO DE INVESTIGACIÓN BIO-PSIQUISMO Y SOCIE-
DAD",OSKAR GUTIÉRREZ GARAY,UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0028981,"GITIS (GRUPO DE INVESTI- GACIÓN EN TELECOMUNI- CACIONES E INGENIERÍA
DE SOFTWARE)",ADAN BELTRAN GO- MEZ,UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0029497,"GRUPO DE  INVETIGACION EN PROCESOS DE INTER-
RELACION COMUNICATIVA",ANA MILENA RIN- CÓN VEGA,UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0146081,GRUPO DE CIENCIAS  BÁ- SICAS Y LABORATORIOS,"CARLOS ANDRÉS COLLAZOS MORA-
LES",UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,A
COL0029719,"BIOMECANICA Y FISIOTE- RAPIA MUSCULOESQUELE-
TICA Y TEGUMENTARIA",JUANITA IRINA SAN- CHEZ ROMERO,UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,B
COL0124905,"GIACODI - GRUPO DE IN- VESTIGACIÓN EN ARTES, COMUNICACIÓN Y DISEÑO.",NORBERTO FABIAN DIAZ DUARTE,UNIVERSIDAD MA- NUELA BELTRÁN BUCARAMANGA; CORPORACIÓN EDUCATIVA ITAE,,Sí,B
COL0143839,"GRUPO DE INVESTIGACION EN CIENCIAS SOCIALES, HUMANIDADES Y EDUCA- CION - CISNHE",NICOLÁS CHA PIN- ZÓN,UNIVERSIDAD MA- NUELA BELTRÁN BUCARAMANGA; CORPORACIÓN EDUCATIVA ITAE,,Sí,C
COL0147051,LABORATORIO DE QUÍMICA ORGÁNICA APLICADA,DIEGO ROLANDO MERCHÁN ARENAS,UNIVERSIDAD MA- NUELA BELTRÁN BUCARAMANGA; CORPORACIÓN EDUCATIVA ITAE,,Sí,C
COL0093101,"GRUPO DE INVESTIGACIÓN SALUD, REHABILITACIÓN Y TRABAJO SARET",WILLIAM ARMANDO ALVAREZ ANAYA,UNIVERSIDAD MA- NUELA BELTRÁN BUCARAMANGA; UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,B
COL0080696,GRUPO DE INVESTIGACIÓN EN SISTEMAS Y TECNOLO- GÍAS BIOMÉDICAS,RICARDO ANDRES DIAZ SUAREZ,UNIVERSIDAD MA- NUELA BELTRÁN BUCARAMANGA; UNIVERSIDAD MA- NUELA BELTRÁN,,Sí,C
COL0101615,GRUPO DE INVESTIGACION EN GESTION INDUSTRIAL Y ADMINISTRATIVA,JONATHAN DAVID MORALES MENDEZ,UNIVERSIDAD MA- NUELA BELTRÁN; UNIVERSIDAD MA- NUELA BELTRÁN BUCARAMANGA; CORPORACIÓN EDUCATIVA ITAE,,Sí,C
COL0068575,INDAGAR,"JESSICA ANDREA
BEJARANO CHAMO- RRO",UNIVERSIDAD MARIANA - UNIMAR,,Sí,A
COL0095385,PRAXIS,"MARIANITA MARRO-
QUIN YEROVI",UNIVERSIDAD MARIANA - UNIMAR,,Sí,A
COL0065081,"DESARROLLO HUMANO Y
SOCIAL","ÉRIKA ALEXANDRA
VÁSQUEZ ARTEAGA",UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0066937,FORMA,"ALEXIS FRANCISCO USCÁTEGUI NAR-
VÁEZ",UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0067255,GISMAR,"RÓBINSON ANDRÉS
JIMÉNEZ TOLEDO",UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0067549,GIESUM,"LYDIA ESPERANZA
MIRANDA GÁMEZ",UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0068735,"GRUPO DE INVESTIGACION
AMBIENTAL ""GIA""","JENNY LUCIA HUER-
TAS DELGADO",UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0068987,IDENTIDAD CONTABLE,"CARLOS ARBEY
CASTILLO MUÑOZ",UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0069679,VISAGE I,JANETH TORRES,UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0069975,CONTAR,"ANDREA LORENA
ARTEAGA FLOREZ",UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0084167,ELITE EMPRESARIAL,"ELSA ROSARIO
DIAZ TERAN",UNIVERSIDAD MARIANA - UNIMAR,,Sí,B
COL0115503,CINESIA,"CLAUDIA XIMENA
MOLINA ARELLANO",UNIVERSIDAD MARIANA - UNIMAR,,Sí,C
COL0154252,EXCÉLSIOR NARIÑO,"YAQUELINE ELIZA-
BETH UREÑA PRADO",UNIVERSIDAD MARIANA - UNIMAR,,Sí,C
COL0172081,"GRUPO DE INVESTIGACIÓN DE BIENESTAR OCUPACIO-
NAL HUMANO - BIOH",DIANA GRACIELA LAGOS SALAS,UNIVERSIDAD MARIANA - UNIMAR,,Sí,C
COL0086241,SABER SOCIO-JURIDICO,"ÁLVARO ALFONSO
PATIÑO YEPES",UNIVERSIDAD MARIANA - UNIMAR,,Sí,Reconocido
COL0096005,"BIENESTAR Y DESARRO-
LLO HUMANO","JOHNNY RICHARD
ESTACIO GOMEZ",UNIVERSIDAD MARIANA - UNIMAR,,Sí,Reconocido
COL0137912,"GRUPO DE INVESTIGA- CIÓN, INNOVACIÓN, DI- SEÑO Y OPTIMIZACIÓN  DE
PROCESOS",JESUS DAVID CO- RAL MEDINA,UNIVERSIDAD MARIANA - UNIMAR,,No,Reconocido
COL0166609,GRIM,"FABIO CAMILO GO-
MEZ MENESES",UNIVERSIDAD MARIANA - UNIMAR,,Sí,Reconocido
COL0169658,SANUS VIVENTIUM,RUSVELT FRANKLIN VARGAS MORANTH,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,B
COL0169433,CUIDADO DE LA SALUD Y LA VIDA,JANETH CECILIA JI- NETE DE GÓMEZ,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,C
COL0164679,DEHUMS,LINDA ESCORCIA JULIO,UNIVERSIDAD ME- TROPOLITANA - UMET,,No,Reconocido
COL0146798,UMEDQUIR,ALVARO SANTRICH MARTINEZ,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,B
COL0012069,INMUNO,ALFONSO MARIO CEPEDA SARABIA,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,C
COL0035494,ALIMENTACIÓN Y COM- PORTAMIENTO HUMANO,LUZ ADRIANA SAR- MIENTO RUBIANO,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,C
COL0132549,PROTEÓMICA Y GENÓMICA,"ADRIANA YANETT SIERRA HERNÁN-
DEZ",UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,C
COL0165256,"EDUCACIÓN, SALUD Y REHABILITACIÓN (EDUSAR)",OLGA SUAREZ LAN- DAZABAL,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,C
COL0176099,BIENESTAR Y OCUPACIÓN,LIA DEL PILAR CA- MACHO PINZON,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,C
COL0182239,"DESARROLLO FONOAU- DIOLÓGICO METROPOLI-
TANO (DEFOM)",MIGUEL ANTONIO VARGAS GARCIA,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,Reconocido
COL0001191,"CENTRO DE ESTUDIOS PSICOLOGICOS Y PEDA- GÓGICOS  UNIVERSIDAD
METROPOLITANA",CIRIT DEL CARMEN MATEUS DE ORO,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,B
COL0007195,"GRUPO CARIBE DE INVES- TIGACIÓN EN ENFERMEDA- DES DE TIPO INFECCIOSO Y RESISTENCIA MICRO-
BIANA",ALFONSO C BETTIN MARTINEZ,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,B
COL0104591,"GIEBIN ( GRUPO DE INVES- TIGACION PARA LA EDUCA- CIÓN Y BIENESTAR INTE-
GRAL DE LA NIÑEZ)",OSMAR DE JESUS PEREZ PEREZ,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,B
COL0128252,"GRUPO DE INVESTIGACION DE ODONTOLOGIA UNIVERSIDAD METROPOLI- TANA DE BARRANQUILLA
(GIOUMEB)",MARTHA LEONOR REBOLLEDO CO- BOS,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,B
COL0160259,"GRUPO DE INVESTIGACIÓN EN CUIDADO CRÍTICO Y REHABILITACIÓN FUNCIO-
NAL",ROBERTO CARLOS REBOLLEDO CO- BOS,UNIVERSIDAD ME- TROPOLITANA - UMET,,Sí,C
COL0103683,"GRUPO DE ESTUDIO DIA- BETES, ENFERMEDADES METABOLICAS Y CARDIO- VASCULARES",CARMELO DUEÑAS CASTELL,UNIVERSIDAD ME- TROPOLITANA - UMET; HEALTH MEDICAL S.A.S.; FUNDACION HOS- PITAL UNIVERSI- TARIO METROPO- LITANO,,Sí,B
COL0065804,VOLTA - GMCDP,WILLIAM ARNULFO APERADOR CHAPA- RRO,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMI- LITAR,,Sí,A1
COL0077707,"GRUPO INTEGRADO DE IN- VESTIGACIONES EN QUÍ- MICA Y BIOLOGÍA (INQUI-
BIO)",ERICSSON DAVID COY BARRERA,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,A1
COL0018448,"""PYDES""  PEDAGOGÍA Y DI- DÁCTICA EN LA EDUCA- CIÓN SUPERIOR",EDUARDO PADILLA BELTRÁN,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,A
COL0031824,BIOETHICSGROUP,SERGIO NÉSTOR OSORIO GARCÍA,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,A
COL0036025,DAVINCI,OSCAR FERNANDO AVILES SANCHEZ,UNIVERSIDAD MILITAR NUEVA GRANADA - UNIMILITAR,,Sí,A
COL0060755,ILAMA,MARTHA LUCIA FUERTES DIAZ,UNIVERSIDAD NA- CIONAL ABIERTA Y A DISTANCIA,,Sí,B
COL0139149,BIOINNOVA,LUZ MERY BERNAL PARRA,UNIVERSIDAD NA- CIONAL ABIERTA Y A DISTANCIA,,Sí,B
COL0142707,UMBRAL,SANDRA ACEVEDO ZAPATA,UNIVERSIDAD NA- CIONAL ABIERTA Y A DISTANCIA,,Sí,B
COL0075809,DAVINCI,"SIXTO ENRIQUE
CAMPAÑA BASTI- DAS",UNIVERSIDAD NA- CIONAL ABIERTA Y A DISTANCIA,,Sí,C
COL0095302,GESTINDUSTRIALES EOCA,OSCAR ALEJANDRO VASQUEZ BERNAL,UNIVERSIDAD NA- CIONAL ABIERTA Y A DISTANCIA,,Sí,C
COL0139541,"INFANCIAS, EDUCACIÓN Y DIVERSIDAD",CARMEN EUGENIA PEDRAZA RAMÍREZ,UNIVERSIDAD NA- CIONAL ABIERTA Y A DISTANCIA,,Sí,C
COL0095349,FÉNIX,JOSE EVER CASTE- LLANOS NARCISO,UNIVERSIDAD NA- CIONAL ABIERTA Y A DISTANCIA,,Sí,Reconocido
